year,teamid,salary,score
2015,ARI,61834000,0.9518072289156626
2015,ATL,71781250,0.7052631578947368
2015,BAL,115044833,1.0
2015,BOS,181103400,0.9285714285714286
2015,CHA,112373700,0.8837209302325582
2015,CHN,115879310,2.292307692307692
2015,CIN,113072286,0.6530612244897959
2015,CLE,87663766,1.0125
2015,COL,95688600,0.723404255319149
2015,DET,172284750,0.8505747126436781
2015,HOU,72256200,1.931578947368421
2015,KCA,112107025,5.917910447761194
2015,LAA,120005415,1.103896103896104
2015,LAN,215792000,2.314285714285714
2015,MIA,68056500,0.7802197802197802
2015,MIL,100850000,0.723404255319149
2015,MIN,107755000,1.0506329113924051
2015,NYA,212751957,1.96
2015,NYN,96766683,3.75
2015,OAK,79053501,0.723404255319149
2015,PHI,111693000,0.6363636363636364
2015,PIT,88892499,2.33125
2015,SDN,118441300,0.8409090909090909
2015,SEA,122208700,0.8837209302325582
2015,SFN,164701500,1.0769230769230769
2015,SLN,119241500,2.6129032258064515
2015,TBA,64521233,0.975609756097561
2015,TEX,143742789,2.1891891891891895
2015,TOR,112992400,2.3478260869565215
2015,WAS,155587472,1.0506329113924051
2016,ARI,87439063,0.7419354838709677
2016,ATL,68498291,0.7311827956989247
2016,BAL,161863456,2.0191780821917806
2016,BOS,188545761,2.3478260869565215
2016,CHA,112998667,0.9285714285714286
2016,CHN,154067668,6.275862068965518
2016,CIN,88940059,0.723404255319149
2016,CLE,74311900,3.9029850746268657
2016,COL,112645071,0.8620689655172413
2016,DET,194876481,1.1466666666666667
2016,HOU,94893700,1.0769230769230769
2016,KCA,131487125,1.0
2016,LAA,137251333,0.8409090909090909
2016,LAN,221288380,2.2816901408450705
2016,MIA,77314202,0.9634146341463414
2016,MIL,68775237,0.8202247191011236
2016,MIN,102583200,0.5728155339805825
2016,NYA,222997792,1.0769230769230769
2016,NYN,133889129,1.96
2016,OAK,86806234,0.7419354838709677
2016,PHI,58980000,0.7802197802197802
2016,PIT,103778833,0.9397590361445783
2016,SDN,101424814,0.723404255319149
2016,SEA,135683339,1.131578947368421
2016,SFN,172253778,1.96
2016,SLN,143053500,1.131578947368421
2016,TBA,57097310,0.723404255319149
2016,TEX,176038723,2.4179104477611943
2016,TOR,138701700,2.0191780821917806
2016,WAS,141652646,2.4179104477611943
